RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,RegionName,1/31/96,2/29/96,3/31/96,4/30/96,5/31/96,6/30/96,7/31/96,8/31/96,9/30/96,10/31/96,11/30/96,12/31/96,1/31/97,2/28/97,3/31/97,4/30/97,5/31/97,6/30/97,7/31/97,8/31/97,9/30/97,10/31/97,11/30/97,12/31/97,1/31/98,2/28/98,3/31/98,4/30/98,5/31/98,6/30/98,7/31/98,8/31/98,9/30/98,10/31/98,11/30/98,12/31/98,1/31/99,2/28/99,3/31/99,4/30/99,5/31/99,6/30/99,7/31/99,8/31/99,9/30/99,10/31/99,11/30/99,12/31/99,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20
273464,1152,Detroit Shoreway,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Detroit Shoreway,52363,52433,52318,52198,52120,52137,51850,51416,51012,50947,51181,51163,51303,51097,51516,51695,51831,51397,51344,51654,52434,53046,53093,53569,53873,54557,54224,54119,54116,55096,56178,56998,56947,56526,56514,56495,56514,56503,56987,57815,58613,59137,59822,60629,61535,62321,62865,63282,63663,64151,65077,66120,66847,67041,66347,65732,65590,65519,65691,65747,65935,65923,65669,65231,65334,65509,66422,67159,67557,67940,68006,68394,69063,69660,70237,70264,70002,70434,70941,71582,72103,72785,73184,73532,73780,74519,74531,74989,75666,76182,76696,76967,77294,77070,77530,78035,78101,77513,77529,77755,77976,77810,77274,77108,77313,78731,79739,80819,81303,82318,83006,83804,84239,84923,86378,88137,89656,89480,89494,88905,89344,89205,89976,90789,91758,92104,91392,89193,86931,85741,84742,84586,84619,84837,83668,81650,80157,79733,79604,80252,80837,81809,82155,81806,80212,78945,78065,77236,75570,72904,71025,70211,70103,69138,68462,67842,68101,67901,68443,69773,71278,73270,74046,73373,72070,71244,71132,71165,71813,73287,73976,74330,74550,74678,74493,73968,73312,72601,71845,71260,69892,67900,67211,66692,66047,64923,65287,67319,69174,70244,69784,69653,69199,68942,67205,65443,64515,64558,63880,62702,61907,62555,64087,64677,65795,66525,67931,69125,69858,69852,69669,69203,69988,70051,70072,69699,69491,69714,69766,69608,69890,71161,73149,74533,74173,73938,73932,74843,74777,75196,75348,76171,76556,76526,76098,76063,76194,76173,76103,76586,77733,78494,79702,80738,82302,83745,85233,86657,88426,90662,92765,94434,96352,98625,101485,103942,105519,106616,108076,110456,112658,114017,115960,118780,122316,125001,126370,127630,129163,130982,131826,132293,134049,137086,140141,141551,140446,139149,138411,139203,140411,141694,143653,145224,145769,145754,145386,145875,147793,150274,152855,154429,155685,156851,157937,159398,161118
201373,1168,Hough,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Hough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45576,45955,46318,47053,47724,48224,48225,47673,46915,46062,45120,44352,43830,43664,43250,42584,41518,40309,39553,39361,39365,39409,39423,39013,38270,37138,36258,35358,34755,34572,34621,34759,34604,34130,33707,33579,33720,33650,33627,33874,34732,35479,35614,35327,35477,36321,37146,37633,37295,36739,35872,35021,33925,32912,32586,32515,32129,31289,30295,29465,29305,29666,30119,30352,30206,30435,30422,30392,30188,30011,30248,30440,30692,30568,30738,30899,31480,31783,31860,31677,31446,31328,31033,30847,30432,30439,30050,30294,30427,30601,30589,30836,31667,32795,34073,35157,35792,35700,35871,35745,35698,35629,35885,36109,36060,35877,35624,35363,35578,36219,36819,37320,37758,38263,38735,39202,39642
270974,1375,Central,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96559,96420,96641,96029,94981,94077,94049,94564,95159,95629,96115,95653,95037,94736,94613,95757,97220,98648,98471,97495,95993,95210,94808,96134,97877,98709,98129,97003,96785,96602,97393,98480,100443,101540,101700,102057,102304,103089,104329,105190,106117,105579,105463,105352,105784,106213,106856,107099,107326,107470,107570,107934,107874,108814,109154,109382
270976,1387,Corlett,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Corlett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37290,37305,37300,36740,36085,35243,34681,34092,33704,33135,32488,31542,30956,30054,29048,28419,27892,27504,26819,26325,25953,25803,25680,25936,25872,26196,26387,26655,26970,27503,27956,28028,27379,26887,26584,26297,25918,25473,25375,25185,24937,24451,24333,24619,25402,25688,25899,26003,26331,26190,25905,25725,25700,25907,25750,25563,25283,25452,25509,25497,25552,25921,26195,26228,26037,25912,26191,26459,26938,26989,27062,27039,27207,27496,27837,28140,28678,28996,28844,28673,28339,28448,28609,28938,29210,29452,29669,30062,30164,30455,30951,31369,31809,31753,31707,31575,31670,31937,32316,32416,32618,32488,32496,32395,32522,32861,33215,33594,33816,33916,33972,34214,34533,35114,35618,36292
273081,1468,Buckeye-Shaker,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Buckeye Shaker,45102,45137,45161,45173,45247,45224,45164,45035,45055,45034,45079,45108,45140,44999,44828,44755,44705,44826,44972,45134,45086,45184,45409,45705,46027,46489,46964,47543,48017,48382,48752,49344,50155,50844,51122,51291,51521,52026,52693,52965,53049,53295,53777,54192,54166,54176,54341,54700,54880,54906,54807,54954,55541,55978,56076,55743,55810,55843,56151,56343,56815,57061,57501,57761,57759,57345,57251,57573,57926,58182,58357,58551,58690,58892,58532,58288,58101,58927,59393,59800,59785,59961,60042,60138,60251,60411,61049,61801,62445,62328,62172,62197,62661,63101,63224,63133,62925,62899,63009,63009,63164,63402,63898,63861,63595,63305,63376,63809,64253,64697,64745,64684,64595,64606,64968,65593,66362,66695,67180,67274,67398,67258,67449,67719,67772,67841,67600,67321,66864,66983,67096,67162,66989,66882,66540,66183,65979,65773,65298,64699,64220,63302,62028,60928,60331,59682,58884,57770,56554,55187,54113,53583,52898,52346,51704,51440,50564,49330,48156,47284,46842,46474,46205,45327,44654,44143,43915,43092,42481,42450,42475,42764,42625,42556,41906,41496,41281,40932,40387,39940,40026,40368,40922,41009,40820,40636,40748,41044,40826,40796,41010,41478,41501,40995,40594,40552,41187,41569,42100,42250,42781,43127,43121,42946,42543,42399,42012,41867,41351,40835,40188,40035,39694,39325,39488,40008,40912,41162,41416,40815,40507,40551,41015,40864,40604,40349,39952,39360,38681,38747,38553,38912,39031,39177,39270,39858,40785,41725,42358,42896,43320,43868,44785,45730,46308,46901,46911,47164,47309,47554,47813,48141,48749,48742,48650,48495,49420,49972,50782,51141,51750,52464,53007,53376,53694,54669,55418,56182,56322,57027,57895,58449,58469,58541,59861,61582,63038,63627,64601,65566,66522,67109,67879,69063,69941,70305,69713,69441,69428,70040,70588,71277,72166,73221,74077,75023,76630
271042,1510,South Collinwood,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,South Collinwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39368,38859,38628,37987,37736,37363,37372,37181,36964,36456,36383,36573,37136,37745,38337,38489,38344,38553,38934,39262,39277,39572,39460,38998,37836,36829,35746,35666,35263,34772,33269,32477,32253,32473,32459,32385,32423,32482,32483,32263,32434,32550,32895,32931,32969,32574,32200,32076,32337,32637,32976,33004,32971,32784,33049,33286,33566,33780,33850,33591,33316,33205,33100,32931,32897,33332,33594,33969,33843,34030,34396,34988,35337,35762,36185,37068,37663,38452,38970,39320,39632,40245,40743,41609,42276,43058,43335,43058,42880,42464,42530,42553,43092,43341,43586,43473,43587,43564,43820,44216,44615,44918,44965,45046,44810,44516,44193,43866
276261,1554,Clark-Fulton,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Clark Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35662,36141,36327,36490,36529,36319,36261,36088,36193,36202,36078,35812,35870,35717,35651,35602,35491,35528,35368,35460,35137,34862,34692,34629,34234,33675,33092,33068,33219,33839,34216,34507,34740,35003,35462,36313,37216,38046,38991,39324,40058,40099,40835,41171,41743,42392,42647,42118,41146,40242,39372,38966,38579,38286,37587,37321,37316,37480,37729,38220,38658,39248,39582,39972,40166,40595,40870,40824,40691,40711,41019,41805,42567,43356,44064,44747,45015,45620,46601,47844,48436,48541,48502,48197,48249,48260,48593,48940,49839,50417,50954,51474,52664,54282
200246,1600,Cudell,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Cudell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48187,47165,46533,45270,44523,43956,43511,43338,43049,42785,42694,42736,43117,43590,44378,45038,45154,45012,44673,44448,44287,44313,44178,44158,43847,43941,43362,42853,42551,42837,43852,44191,44799,45060,45510,45897,46272,46306,46637,47417,48224,48366,47329,46826,46785,47572,48188,48244,47951,48277,48843,48942,48947,49684,51531,53190,53974,53857,53791,54293,55215,55971,56602,57563,58634,58952,58772,58129,57723,57748,58672,59654,60430,60531,60706,60919,61118,61740,62451,63627,65114,66662,67560,68358,69331,71013,72831
275800,1698,Union Miles Park,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Union Miles Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24866,24969,25120,25428,25960,26352,26628,26663,26863,26870,26586,26276,25957,25849,25641,25626,25303,25063,24822,24752,24440,24368,24548,24575,24633,24851,25329,25477,25407,25262,25079,25053,24966,24985,25231,25816,26219,25795,24942,24046,23493,23350,23725,24148,24666,24620,24187,23414,22838,22772,23027,23447,23867,23749,23273,22535,21990,21801,21876,22095,22197,22353,22502,22818,23112,23751,24219,24742,24943,25182,25510,26002,26622,26933,27136,27410,27367,27166,27278,27620,28172,28211,28304,28244,28258,28450,28726,28870,29321,29871,30371,30795,31259,32149
274874,1824,Ohio City,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Ohio City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170318,171495,172304,174094,176352,178955,181101,182400,182586,182856,182362,182519,182846,183363,184124,184539,183562,181501,180076,180168,182221,183695,186431,187382,187583,186867,186441,186812,187790,189295,190527,191096,190748,190748,190221,190657,191540
270983,1845,Downtown,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Downtown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157003,159012,159022,160124,159658,160482,161535,162204,162858,164121,167005,169428,171069,171266,172964,173974,175762,173993,170839,168966,168372,167926,164600,161020,158220,155120,152557,150528,150933,153611,157825,160342,161196,160551,160759,161848,164183,167258,169735,172110,173368,174350,174816,175893,176085,175652,175800,178021,178634,178001,175917,175578,175225,175138,175186,175436,175829,177233,179126,178215,177450,177394,179531,179765,179912,180315,179787,178593,177923,177121,176030,175668,176590,178192,179269,181662,183883,183659,183018,181941,181699,181169,179333,177079,174358,171023,168776,166667,166415,167027,168182,169053,168243,167423,168498,170594,172771,175094,176515,176308,173303,171145,169071,168044,168514,169385,169917,169157,167947,166347,163399,161465,159461,157662,155480,153945,152064,149934,146435,144026,141979,140297,139738,138980,140679,141543,143299,142684,141727,140598,140494,140509,140061,139886,139493,139796,138845,138651,138255,139209,140286,141595,142637,143054,143650,144635,146227,147221,147685,147342,146815,147270,148177,147663,146502,144991,144944,145221,146122,146946,147210,147592,147938,147935,147222,148728,151507,154729,155739,155397,153336,152117,151652,152923,153878,154590,155800,156153,156313,155825,156409,158244,160925,162387,163953,163850,164406,164275,163133,161115,158924,159405,160973,161300,160855,160871,161999,163067,162996,163444,165514,169653,172829,174185,173115,172576,172291,172546,172399,172410,173908,174261,173888,172026,171691,171364,172406,173259,174406,174130,173318,172415,171201,170881,170501,170513,169995,169909,169724,169711,169563,170261,171430
270970,1989,Brooklyn Centre,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Brooklyn Centre,73692,73488,73308,72982,72995,72982,72938,72846,72513,71966,71148,70857,70877,71243,71834,72521,72830,73067,73682,74429,75657,77393,79599,81153,81972,82368,82205,82345,82803,83914,84516,85091,85780,86209,86582,86784,87696,88670,90415,91479,92000,92063,92570,93501,93839,94355,95021,96190,97165,98007,98534,98902,99676,100509,101344,101739,102863,104156,104962,104948,105321,106236,106623,107472,108252,109176,109900,111034,112351,112901,113083,113698,114270,114193,114303,114081,113929,113975,113467,112619,110758,109846,110122,110742,110138,109591,109485,109757,110413,111067,112920,114822,117108,119414,120417,120726,121425,122393,123322,124127,124775,125148,124541,123558,122664,121474,121604,122419,123749,124862,125641,126716,127215,127332,127862,128928,130521,131661,132420,132123,132102,132494,133546,133892,133725,134432,135521,136095,135662,135048,133586,132692,130981,129939,127828,125116,123287,120707,117684,113848,110261,108101,106579,105994,105469,103657,101673,100492,99910,99357,99003,99628,100928,100672,100406,98742,97149,94534,92132,90197,88035,86739,85213,84242,82815,81882,80935,80163,79544,80306,82102,83787,84653,84125,82687,80313,78120,77048,76247,76551,76268,75966,74346,72459,70607,69786,70093,71435,72018,71757,70414,68711,67861,67265,67193,66530,66125,64848,63487,62039,62061,61707,61877,61122,60756,60181,60334,60922,61931,63397,64597,64799,64723,65078,65731,66678,66717,66253,65332,65202,65211,65433,65647,66322,66027,65683,64968,64801,64294,63901,63067,61136,58631,55668,53558,51521,49948,48216,46906,45759,45482,45844,45966,46238,46742,48087,48645,49324,49952,50572,50622,50516,50122,49366,49302,49671,50141,49996,50050,50257,50549,51562,53285,54721,55990,56813,57316,57540,57541,57846,58302,58299,57969,57483,57524,57810,57406,56811,56418,56248,56790,57282,58037,58538,59309,59691,59531,59463,60093,61189,62147,62998,63333,63685,63742,64248,64733
275814,2187,University District,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,University District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106386,104959,104339,102869,102210,100583,98120,95136,92861,91802,91775,91645,91369,91282,90870,90573,89682,90403,92061,94178,95388,94539,92104,90048,89250,88809,88001,86178,84101,82423,81559,82020,83024,85433,88357,90919,91901,92536,93836,96792,100590,102097,103035,101812,100610,98192,96235,95013,94578,94902,95005,94893,94248,95113,94821,95522,94752,94675,93498,92793,92590,93012,94042,93786,93425,92281,91847,90535,90964,92404,95403,97154,97911,97589,97810,99411,100414,100866,101381,103637,105107,104607,104165,105197,107781,109337,109713,109175,109972,111248,112999,113478,114341,116240,116817,117042,116743,118628,120008,121700,123278,125799,128353,130627,132516,133151,133836,134035,134892,135991,137812,139302,138875,138079,136630,136475,136592,137696,139531,141774,143576,144445,145499,147078,150247
270987,2293,Edgewater,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Edgewater,73018,72796,72642,72492,72601,72545,72464,72511,72941,72906,72926,73047,73424,73757,74144,74692,74755,75112,75308,75265,74772,75408,76225,77006,77271,77956,78497,78700,79375,80108,81394,82781,83987,84372,84533,85037,86233,87194,88295,89151,89852,90504,91033,92028,93562,95320,96753,97004,96529,96085,96176,96787,97160,97517,97565,97620,97618,97750,98192,99386,100871,101843,102460,102794,103645,104247,105010,104924,104361,103823,103649,103837,103954,104552,104689,104816,104741,104627,104796,105317,106828,107958,108906,109065,109546,109840,110641,111598,112376,113441,114088,115840,116563,117243,117003,117087,117256,117438,117841,117839,118115,118803,119494,118542,117213,116896,118075,119942,120821,121771,122095,122911,123395,123286,123437,124401,126546,127652,127975,127169,126524,125833,125237,124893,124826,124757,124436,123657,122284,121157,119771,119305,119711,119736,119121,117234,115754,114682,114596,114454,114401,113982,113988,113431,112372,111519,111649,112118,111737,110227,107889,105858,104657,103336,102394,100414,99103,97478,96771,96765,97544,99084,99803,100249,99517,99650,99426,100857,101798,103598,103910,103985,102532,100788,99364,98077,96717,95131,94198,93315,92372,90887,89590,87935,86744,86005,85847,86311,87116,88046,87713,86545,85017,83849,83037,82351,82313,81841,81444,81271,81615,82051,82435,83264,84842,86364,87661,88354,88881,89382,90569,91015,91779,91271,91051,90007,89059,88076,87540,87674,87879,88572,88773,89418,88757,88919,89192,90505,90681,90973,90483,91154,91556,92310,92122,90931,90595,90158,90571,90690,91993,93361,95136,95793,97092,98154,99582,101310,102144,103927,105312,107033,107443,107377,107549,108442,108893,108724,109073,110308,112059,112828,113495,114311,117155,120456,123372,124851,125539,127013,127727,127959,129002,130808,133328,134237,133260,131914,130788,130874,132119,133719,135742,137464,138300,139140,139287,140517,142293,144148,145859,147204,147969,148076,147992,148122,148341
276135,2325,Woodland Hills,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Woodland Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34497,34462,34413,34344,34225,33968,33458,32733,32028,31825,31815,31803,31305,30743,30109,29531,28804,28547,28544,28920,28886,28305,27479,26900,26993,27253,27494,27506,27843,27737,27637,27352,27665,27971,28152,27825,27231,26509,26136,26010,25821,25350,24918,24426,24041,23499,23361,23471,23941,24228,24157,24023,23953,24454,24917,25398,25477,25632,25446,25407,25228,25372,25537,25737,26169,26675,27243,27718,27974,28298,28743,29391,30053,30927,31887,32602,32473,31980,31426,31134,31155,31200,31720,32147,32734,32798,32885,33206,34087,35111,36213,37230,38279,39335,40036,40744
271045,2403,Stockyards,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Stockyards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33712,33310,33181,32832,32930,33143,33454,33563,33457,33494,33602,33660,33654,33893,34062,34069,33620,33291,33075,33216,33731,34059,34220,34287,34340,34493,34711,35457,35700,35436,34628,33826,32985,32232,31796,31794,32051,32209,32303,32198,32700,33329,34228,34961,35845,36662,37124,37296,37193,37152,37196,37355,37520,37866,38451,39492,40630,41933,43013,43757,44225,44641,44671,44719,44581,44582,44373,43997,43643,43309,43359,43812,44615,45559,46834
203932,2746,Tremont,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,Tremont,60050,60247,60358,60246,59223,57855,56615,55678,55023,54273,53955,53474,53410,53156,52757,52415,52982,53893,54545,55202,55713,56245,55930,56215,56438,56527,56347,56379,57212,58417,60236,61424,62275,63032,64675,65817,66226,66411,67125,67709,67428,67109,66208,66016,66014,67327,67874,68258,68656,69363,69685,69982,70473,70900,71733,72530,73666,73161,73102,73326,74111,74537,74868,75468,76240,77334,77568,78130,78327,79774,80763,81141,81480,81994,82436,82830,83376,84042,85366,85336,85279,84753,85491,86414,86365,85747,86094,87064,87939,87942,87636,88213,89442,90481,90413,91012,92526,95287,96973,97413,97230,97832,99419,101038,101185,101470,102045,102776,103048,102730,102301,102613,103059,103541,103220,103070,104071,104913,105869,105385,105121,104407,105180,105127,105884,105757,106328,105911,105591,105614,105449,105992,106178,106715,105628,105245,104619,105036,103511,102800,101709,100745,99132,97690,97293,96559,95598,93863,92012,89226,87794,86038,84644,82974,82431,82019,81583,81914,83632,85508,86746,88657,91205,94265,96926,98765,99869,100087,99416,97916,95181,93126,91862,91878,90966,89539,87337,86571,86074,86257,86163,86352,87478,89219,90053,89287,88362,89020,90728,91677,92130,91911,91363,90086,89034,87405,86832,85886,85289,83787,82522,81883,81214,81133,81996,83468,83961,83830,83734,84085,84342,84081,84437,84854,86456,88795,91605,94015,96341,98493,100524,102598,105009,108080,110503,112494,113181,112102,109438,107898,106876,107697,108202,109909,111197,111451,110467,108527,107358,107555,109301,110550,112406,113457,114877,115221,115750,117420,120071,123660,126550,128766,131189,134207,137388,140189,142154,144387,147100,150256,153515,157085,159656,162123,162083,161840,160369,159840,160072,160609,160559,159052,158048,157288,158292,158331,158604,158379,159784,160277,161573,161248,162671,163262,163748,162957,162087,162368,163673,165528,166852,168786,170102,172779,174558,177956,181565
275540,3160,St. Clair-Superior,Neighborhood,OH,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,St. Claire-Superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29439,29799,30137,30717,30815,30747,30523,30761,30822,31002,30909,30857,30425,29962,29438,29037,28917,28881,29098,28892,29017,28856,28859,28838,29380,29786,29883,29787,30267,30791,31118,30720,29960,29310,29145,28988,28647,28171,28001,27818,27155,26513,25801,25908,26197,26452,26063,25386,24779,24425,24111,23782,23871,24172,24649,24665,24311,23944,23951,24374,24922,25297,25740,26315,26633,26840,27246,28144,29259,29944,30275,30608,30920,31160,31148,31148,31009,30440,29514,28532,27814,27509,27470,27375,27316,27438,27779,28159,28811,29940
